date,ship_count,avg_ship_speed,port_congestion_level,storm_events_count,cyber_attack_count,trade_value,risk_score,coverage_score,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,delivery_time_deviation,total_confirmed,total_deaths,active_cases
14-01-2020,662,12.71,6.85701477,2,0,0,0,0.4,0,0,0,0,0,284.1500134,2.200855221,0.284563299,0.583304067,0,445.3452051,0,5.006246603,0,0,0,0,0,0,0,0,0.685734003,5.025510934,0,0,0
15-01-2020,600,12.76,6.85701477,0,0,0,0,0.4,0,0,0,0,0,284.1500134,2.200855221,0.284563299,0.583304067,0,445.3452051,0,5.006246603,0,0,0,0,0,0,0,0,0.685734003,5.025510934,0,0,0
16-01-2020,471,16.14,6.85701477,2,0,0,0,0.4,0,0,0,0,0,284.1500134,2.200855221,0.284563299,0.583304067,0,445.3452051,0,5.006246603,0,0,0,0,0,0,0,0,0.685734003,5.025510934,0,0,0
17-01-2020,598,10.81,6.85701477,3,0,0,0,0.4,0,0,0,0,0,284.1500134,2.200855221,0.284563299,0.583304067,0,445.3452051,0,5.006246603,0,0,0,0,0,0,0,0,0.685734003,5.025510934,0,0,0
18-01-2020,469,12.41,6.85701477,1,0,0,0,0.4,0,0,0,0,0,284.1500134,2.200855221,0.284563299,0.583304067,0,445.3452051,0,5.006246603,0,0,0,0,0,0,0,0,0.685734003,5.025510934,0,0,0
19-01-2020,656,15.56,6.85701477,1,0,0,0,0.4,0,0,0,0,0,284.1500134,2.200855221,0.284563299,0.583304067,0,445.3452051,0,5.006246603,0,0,0,0,0,0,0,0,0.685734003,5.025510934,0,0,0
20-01-2020,567,13.67,6.85701477,0,0,0,0,0.4,0,0,0,0,0,284.1500134,2.200855221,0.284563299,0.583304067,0,445.3452051,0,5.006246603,0,0,0,0,0,0,0,0,0.685734003,5.025510934,0,0,0
21-01-2020,558,13.84,6.85701477,0,0,0,0,0.4,0,0,0,0,0,284.1500134,2.200855221,0.284563299,0.583304067,0,445.3452051,0,5.006246603,0,0,0,0,0,0,0,0,0.685734003,5.025510934,0,0,0
22-01-2020,512,13.17,0,0,0,0,0.0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,17,510
23-01-2020,706,13.49,0,1,0,0,0.0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,18,606
24-01-2020,572,14.17,0,3,0,0,0.0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,26,879
25-01-2020,548,11.79,0,4,0,0,0.0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1434,42,1353
26-01-2020,559,14.32,0,0,0,0,0.0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,56,2010
27-01-2020,652,10.94,0,0,0,0,0.0403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2927,82,2784
28-01-2020,639,13.49,0,2,0,0,0.0403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5578,131,5340
29-01-2020,647,13.27,0,2,0,0,0.0403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6166,133,5908
30-01-2020,652,12.08,0,1,0,0,0.0403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8234,171,7922
31-01-2020,827,12.97,0,0,0,0,0.0403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9927,213,9495
01-02-2020,576,12.07,0,2,0,852271000,0.0506,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12038,259,11498
02-02-2020,569,11.39,0,4,0,855056000,0.0506,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16787,362,15966
03-02-2020,542,12.47,0,0,0,1419486000,0.0575,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19887,426,18857
04-02-2020,689,11.34,0,3,0,1604265000,0.0597,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23898,492,22585
05-02-2020,743,13.48,0,1,0,1570069000,0.0593,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27643,564,26008
06-02-2020,623,11.27,0,1,0,961071000,0.052,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30802,634,28750
07-02-2020,553,14.07,0,0,0,1522115000,0.0588,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34334,719,31712
08-02-2020,558,11.23,0,1,0,438044000,0.0458,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37068,806,33792
09-02-2020,709,12.15,0,0,0,393036000,0.0453,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40095,906,36132
10-02-2020,722,12.06,0,0,0,1313094000,0.0563,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42633,1013,37906
11-02-2020,705,14.99,0,3,0,1490075000,0.0585,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44675,1113,39145
12-02-2020,588,13.5,0,3,0,1419056000,0.0577,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46561,1118,40594
13-02-2020,681,12.68,0,2,0,1597222000,0.0599,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60206,1371,52905
14-02-2020,673,13.75,0,1,0,1322065000,0.0566,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66690,1523,57554
15-02-2020,686,9.84,0,3,0,711097000,0.0493,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68765,1666,58197
16-02-2020,755,12.94,0,3,0,823131000,0.0506,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70879,1770,58790
17-02-2020,693,16,0,0,0,1767069000,0.062,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72815,1868,58996
18-02-2020,742,13.2,0,1,0,1898053000,0.0636,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74609,2008,58908
19-02-2020,684,13.1,0,0,0,1861210000,0.0632,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75030,2123,57513
20-02-2020,709,13.82,0,3,0,1085085000,0.0538,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75577,2246,55962
21-02-2020,746,14.34,0,3,0,1877400000,0.0634,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76206,2250,55990
22-02-2020,540,10,0,2,0,480055000,0.0465,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77967,2457,53661
23-02-2020,657,10.48,0,4,0,1312075000,0.0566,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78290,2467,53519
24-02-2020,645,13.32,0,1,0,1725084000,0.0615,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78854,2627,52180
25-02-2020,631,11.93,0,2,0,1309349000,0.0565,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79707,2707,50348
26-02-2020,670,14.97,0,2,0,1898063000,0.0636,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80670,2767,48826
27-02-2020,850,12.53,0,3,0,1754150000,0.0619,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82034,2810,47305
28-02-2020,617,10.1,0,2,0,1329067000,0.0567,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83411,2867,45238
29-02-2020,803,11.1,0,1,0,738063000,0.0496,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85306,2936,44056
01-03-2020,541,8.88,0,0,0,733222000,0.0496,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87690,2990,43492
02-03-2020,679,12.65,0,1,0,1724083000,0.0615,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89664,3079,42500
03-03-2020,731,12.72,0,2,0,1643101000,0.0605,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92241,3154,42406
04-03-2020,776,12.36,0,3,0,1384083000,0.0574,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94540,3249,41672
05-03-2020,791,14.62,0,2,0,1378141000,0.0574,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97331,3342,41752
06-03-2020,802,14.8,0,3,0,1415047000,0.0578,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101274,3454,43550
07-03-2020,690,12.74,0,4,0,445036000,0.0462,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105312,3553,44999
08-03-2020,682,9.8,0,2,0,595147000,0.048,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109266,3797,46377
09-03-2020,816,13.93,0,0,0,1718072000,0.0616,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113166,3981,48294
10-03-2020,714,13.83,0,4,0,1426187000,0.0581,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118190,4260,51128
11-03-2020,608,13.46,0,0,0,2051089000,0.0657,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125853,4604,56136
12-03-2020,624,14.47,0,1,0,1468085000,0.0587,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131603,4909,60260
13-03-2020,648,11.25,0,2,0,1769063000,0.0624,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146008,5406,72243
14-03-2020,792,16.01,0,0,0,635101000,0.0488,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157114,5823,80562
15-03-2020,759,11.56,0,1,0,650110000,0.0491,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168260,6464,87657
16-03-2020,816,14.12,0,3,0,1814117000,0.0632,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182919,7144,99583
17-03-2020,706,10.47,0,1,0,1406017000,0.0585,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198757,7948,111865
18-03-2020,767,11.6,0,0,0,2230266000,0.0685,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218343,8845,128071
19-03-2020,816,15.27,0,0,0,2189219000,0.0683,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246261,9951,153246
20-03-2020,724,12.61,0,3,0,1549054000,0.0608,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275869,11429,178931
21-03-2020,803,14.26,0,2,0,611224000,0.0498,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308175,13134,205266
22-03-2020,693,13.36,0,1,0,667189000,0.0508,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341585,14831,230764
23-03-2020,725,12.84,0,2,0,1614071000,0.0625,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383750,16748,270546
24-03-2020,725,15.05,0,1,0,1615103000,0.0629,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424889,19016,299876
25-03-2020,645,12.65,0,0,0,2264146000,0.0711,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475706,21793,342468
26-03-2020,815,10.33,0,1,0,1914083000,0.0674,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538666,24800,394062
27-03-2020,721,11.8,0,1,0,1901099000,0.0678,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603066,28318,446240
28-03-2020,771,13.83,0,0,0,967061000,0.0571,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670723,31997,501926
29-03-2020,820,13.59,0,3,0,648011000,0.0538,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730300,35470,548569
30-03-2020,818,10.65,0,4,0,1688067000,0.0669,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794939,39634,593598
31-03-2020,841,11.91,0,2,0,1391027000,0.064,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871355,44478,652803
01-04-2020,766,12.13,0,3,0,2013120000,0.0721,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947569,50029,708106
02-04-2020,735,12.45,0,2,0,1184065000,0.0629,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028968,56334,766582
03-04-2020,771,10.94,0,2,0,1522036000,0.0677,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112123,62319,828744
04-04-2020,612,12.06,0,2,0,586078000,0.0571,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192586,68160,883354
05-04-2020,637,11.91,0,2,0,803120000,0.0604,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1264304,73181,936646
06-04-2020,651,14.16,0,2,0,1825092000,0.0734,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336976,79013,987151
07-04-2020,685,14.21,0,4,0,1428121000,0.0693,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413849,86915,1033269
08-04-2020,826,12.78,0,0,0,2117040000,0.0783,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497624,93650,1081957
09-04-2020,696,12.41,0,2,0,1816165000,0.0755,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584249,101279,1136621
10-04-2020,750,13.21,0,1,0,1103067000,0.0677,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671907,108551,1195879
11-04-2020,919,11.78,0,1,0,383011000,0.0597,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748872,114620,1241261
12-04-2020,754,11.28,0,1,0,815060000,0.0657,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1845653,120351,1313438
13-04-2020,865,11.59,0,1,0,1286055000,0.072,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1915247,126098,1350754
14-04-2020,698,12.05,0,2,0,1708021000,0.0777,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985174,132996,1389164
15-04-2020,772,11.25,0,4,0,1936050000,0.0812,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066003,141308,1425770
16-04-2020,698,13.24,0,4,0,1184015000,0.073,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162715,148591,1485109
17-04-2020,760,14.09,0,3,0,1712041000,0.0802,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250439,157481,1538671
18-04-2020,879,10.62,0,0,0,325009000,0.0642,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324396,163952,1582655
19-04-2020,623,13.04,0,4,0,771068000,0.0701,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2404919,168522,1627840
20-04-2020,840,12.67,0,3,0,1582045000,0.0805,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478258,173965,1674431
21-04-2020,820,13.51,0,2,0,1387013000,0.0788,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2553508,181122,1708343
22-04-2020,738,12.98,0,3,0,1178011000,0.077,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630314,187877,1749230
23-04-2020,653,10.82,0,2,0,1344012000,0.0797,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2719327,194727,1802911
24-04-2020,805,11.11,0,1,0,1426028000,0.0813,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2806267,201401,1833537
25-04-2020,745,13.04,0,1,0,442031000,0.0702,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2891199,206979,1885981
26-04-2020,822,14.54,0,2,0,664070000,0.0734,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2964146,210862,1927315
27-04-2020,801,9.68,0,0,0,1314097000,0.0818,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3032850,215511,1964957
28-04-2020,959,13.52,0,2,0,1430013000,0.0838,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3108149,221974,2001495
29-04-2020,775,14.78,0,2,0,1777097000,0.0886,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3185195,228742,2030701
30-04-2020,697,12.77,0,2,0,1465029000,0.0853,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3268876,234704,2044556
01-05-2020,817,13.83,0,2,0,1910035000,0.0913,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3355922,239881,2089540
02-05-2020,821,11.95,0,2,0,470051000,0.0746,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3437608,245206,2126040
03-05-2020,935,12.82,0,3,0,630065000,0.077,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3515244,248659,2169008
04-05-2020,883,10.57,0,4,0,1687128000,0.0903,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591321,252787,2208008
05-05-2020,835,9.48,0,3,0,1287013000,0.0861,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3671310,258658,2246497
06-05-2020,945,14.41,0,4,0,1806106000,0.093,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3761332,265327,2285111
07-05-2020,680,11.52,0,2,0,1426033000,0.0891,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3850418,270736,2330371
08-05-2020,735,12.32,0,1,0,1287121000,0.0881,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3941935,276304,2380782
09-05-2020,705,10.92,0,3,0,407032000,0.078,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4027781,280569,2409845
10-05-2020,759,10.89,0,4,0,669037000,0.0817,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4104027,284135,2449784
11-05-2020,660,12.74,0,0,0,1580085000,0.0931,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180268,287608,2476456
12-05-2020,860,11.91,0,1,0,1624163000,0.0942,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4263867,293155,2518521
13-05-2020,774,13.57,0,0,0,1524143000,0.0936,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4348619,298383,2543331
14-05-2020,649,13.68,0,3,0,1297096000,0.0915,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4445724,303651,2596361
15-05-2020,694,13.48,0,2,0,1311049000,0.0924,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4542073,308866,2640327
16-05-2020,826,13.36,0,0,0,689112000,0.0854,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4637485,313037,2675902
17-05-2020,877,15.37,0,3,0,712258000,0.0862,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4715994,316366,2710929
18-05-2020,993,11.4,0,2,0,1978195000,0.1019,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4804278,319657,2743712
19-05-2020,1083,12.92,0,0,0,1854159000,0.101,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900702,324441,2784005
20-05-2020,833,14.7,0,2,0,1913302000,0.1024,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5003730,329326,2823963
21-05-2020,691,14.9,0,1,0,1404115000,0.0969,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5110064,334112,2875184
22-05-2020,576,10.87,0,1,0,1538079000,0.099,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5216964,339396,2869027
23-05-2020,815,12.53,0,3,0,490122000,0.087,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5322253,343385,2916066
24-05-2020,706,15.04,0,0,0,747169000,0.0906,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5417579,346525,2953499
25-05-2020,744,13.76,0,4,0,1869059000,0.1044,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504542,347703,2976234
