date,ship_count,avg_ship_speed,port_congestion_level,storm_events_count,cyber_attack_count,trade_value,risk_score,coverage_score,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,delivery_time_deviation,total_confirmed,total_deaths,active_cases,ship_count_r3_lag1,ship_count_r7_lag1,ship_count_r14_lag1,avg_ship_speed_r3_lag1,avg_ship_speed_r7_lag1,avg_ship_speed_r14_lag1,port_congestion_level_r3_lag1,port_congestion_level_r7_lag1,port_congestion_level_r14_lag1,storm_events_count_r3_lag1,storm_events_count_r7_lag1,storm_events_count_r14_lag1,cyber_attack_count_r3_lag1,cyber_attack_count_r7_lag1,cyber_attack_count_r14_lag1,trade_value_r3_lag1,trade_value_r7_lag1,trade_value_r14_lag1,traffic_congestion_level_r3_lag1,traffic_congestion_level_r7_lag1,traffic_congestion_level_r14_lag1,warehouse_inventory_level_r3_lag1,warehouse_inventory_level_r7_lag1,warehouse_inventory_level_r14_lag1,fuel_consumption_rate_r3_lag1,fuel_consumption_rate_r7_lag1,fuel_consumption_rate_r14_lag1,historical_demand_r3_lag1,historical_demand_r7_lag1,historical_demand_r14_lag1
01-03-2022,215,12.87,7.635741645,2,0,0,0.4682,0.4,38.33584513,-92.84970991,8.834086944,3.102767946,6.510428227,319.4217657,2.760239628,0.198827788,0.612639369,0.581072599,436.929909,0.569855802,4.534856767,4981.112196,-2.419309485,0.340230825,7.364020372,2.056208356,0.50313758,0.647667654,0.754378756,0.684970125,4.225476082,0,0,0,518.0,2680.4285714285716,1991.9,11.246666666666668,10.442403195,11.1846822365,5.017475259,4.967955376142856,5.3578715115,2.6666666666666665,2.5714285714285716,2.2,96.0,82.28571428571429,57.6,244407333.33333334,226499000.0,158549300.0,2.7167066086666662,3.510685894857143,3.4131982198000004,286.65919230000003,242.71350674285713,261.92408772,5.193738852666667,5.910205929285715,5.671700992300001,3885.601241666667,4095.144027571429,4128.1396322
01-03-2023,725,12.99,7.026650582,2,288,0,0.4842,0.6,37.49458572,-90.14454304,8.064799137,3.392742611,6.306023699,299.4972285,2.315530287,0.270461032,0.483718128,0.585200722,406.9203491,0.426292843,5.368064246,4430.512004,-0.136276519,0.305484784,6.618108707,1.801270123,0.384646573,0.526810827,0.864829337,0.733016158,5.608168412,0,0,0,335.0,435.14285714285717,1830.3636363636363,11.049999999999999,12.01142857142857,11.337892942272727,4.962691522333333,5.093732298857143,5.564950614545454,2.0,2.5714285714285716,2.1818181818181817,0.0,41.142857142857146,52.36363636363637,244407333.33333334,226499000.0,144135727.27272728,3.6624946436666668,3.760316850571429,3.694764584090909,282.80667593333334,239.71081640000003,267.15114935454545,5.6975804016666665,5.919707627571428,5.959190624272727,3566.1856243333336,3954.3608847142855,4205.682592545455
01-04-2020,766,12.13,0.0,3,0,2013120000,0.0721,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947569,50029,708106,396.3333333333333,456.42857142857144,1738.25,12.42,12.142857142857142,11.475568530416666,7.304908383,6.097539524857143,5.686758945166667,2.6666666666666665,2.5714285714285716,2.1666666666666665,96.0,82.28571428571429,72.0,0.0,104746000.0,132124416.66666667,5.764502543333333,4.661177379000001,3.9123695103333334,382.6390854333333,282.49613475714284,269.84665595,8.385846780666666,7.07182179,6.134658000333334,5043.022959000001,4587.291171,4224.418376833333
01-04-2021,491,14.54,7.66416016,4,0,0,0.4712,0.4,38.08271987,-82.43903378,8.618975151,3.349958648,5.068603127,288.8576671,2.288482568,0.307830122,0.675277816,0.482888128,389.7313668,0.423690689,5.526283436,6481.857543,0.827342917,0.166352461,7.677652879,2.446904396,0.457120841,0.591063041,0.828283608,0.661935483,5.559862101,0,0,0,568.6666666666666,530.4285714285714,1663.4615384615386,12.663333333333334,11.934285714285716,11.525909412692307,4.887464075666666,5.114735445571428,5.2493159493846155,2.3333333333333335,2.5714285714285716,2.230769230769231,96.0,82.28571428571429,66.46153846153847,671040000.0,392334571.4285714,276816384.61538464,4.272150642,3.8659696980000002,3.6114180095384616,206.3063314,248.72172665714285,249.0892208769231,5.6329620270000005,5.877325368428571,5.6627612310769235,3137.2080666666675,3704.6776541428576,3899.463117076923
01-04-2022,366,14.66,7.419395221,4,0,0,0.4733,0.4,35.48126302,-92.63909862,8.266403368,3.053807655,5.282383396,308.4914914,2.620712208,0.313456421,0.714589967,0.437924659,454.5715466,0.620918519,4.430330687,6283.860029,-4.492074718,0.260419379,8.064523768,1.934026222,0.491903218,0.551190936,0.883854318,0.70114366,6.410809715,0,0,0,660.6666666666666,535.8571428571429,1579.7142857142858,13.219999999999999,12.324285714285717,11.7412015975,4.896936914,5.339854023428571,5.4218048215714285,3.0,2.7142857142857144,2.357142857142857,96.0,82.28571428571429,61.714285714285715,671040000.0,392334571.4285714,257043785.7142857,3.791542275333333,3.7193106970000005,3.715502660785714,196.11829853333333,252.53631974285716,251.92982417857144,5.561258096,5.8712968271428565,5.8739193682142865,3637.4565156666667,3935.755066857143,4083.919861785714
01-04-2023,17045,2.271645284,7.02464629,3,288,0,0.5648,0.6,39.46127257,-88.47729929,7.064455849,2.561404012,4.852406323,284.7940858,2.496503574,0.426836029,0.673504243,0.485123442,573.8059329,0.567679706,4.891150792,7066.322274,-1.818938031,0.269590414,6.846069804,1.913027438,0.487344843,0.59488404,0.749565931,0.717888937,5.33593768,0,0,0,541.0,479.0,1568.0,13.776666666666666,12.495714285714286,11.937630168928573,5.027851793666667,5.285468647142857,5.461974853785714,3.6666666666666665,2.7142857142857144,2.4285714285714284,0.0,41.142857142857146,61.714285714285715,671040000.0,392334571.4285714,257043785.7142857,3.4503288409999997,3.949213450428572,4.0928157605,199.11638616666664,249.32377354285714,253.66850117857143,5.628459506333333,6.006131265857143,6.464376751642858,4255.239190666667,3984.9694927142855,4532.767006714285
01-05-2020,817,13.83,0.0,2,0,1910035000,0.0913,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3355922,239881,2089540,5967.333333333333,2836.714285714286,2776.5714285714284,10.490548427999999,11.551663612,11.004176260642856,7.369400557,6.288989545714286,5.53157589392857,3.6666666666666665,3.142857142857143,2.642857142857143,96.0,82.28571428571429,82.28571428571429,0.0,287588571.4285714,257043785.7142857,5.067797615333333,4.642414353714286,4.060995783142857,294.0477481,290.00864294285714,252.4697356714286,7.983278122666667,7.015339244285714,6.493349199857143,6610.679948666667,4994.444103285714,4602.665851714285
01-05-2021,419,11.64,6.052625646,3,0,0,0.4472,0.4,38.17007606,-87.15741027,7.882858689,3.052708465,4.026939091,386.6460826,1.914506408,0.277360213,0.587618845,0.417699757,422.8887022,0.38016374,5.535697391,5642.721707,-5.916929021,0.239631348,8.158734509,2.491334147,0.59685234,0.623590421,0.898752572,0.558490348,5.037136502,0,0,0,6076.0,2917.8571428571427,2799.1428571428573,10.253881761333334,11.898806469142857,11.17060483207143,4.814680503666667,5.2529419854285715,5.110448680785714,3.0,2.857142857142857,2.7142857142857144,96.0,82.28571428571429,82.28571428571429,636678333.3333334,560450714.2857143,393474857.14285713,3.378263239666667,4.002834967428571,3.7567604311428573,197.7618590666667,214.43746264285716,228.57548469285715,5.110286405666667,5.835531492714286,5.872868711000001,4450.060767666667,4177.666292285715,4136.405159928571
01-05-2022,151,15.05,7.08867523,2,0,0,0.4652,0.4,36.11270289,-90.40614902,7.556182492,2.494106204,6.013530282,262.5446267,2.316221196,0.276580275,0.522552844,0.444711798,435.8779625,0.523965813,6.283767955,7553.480505,2.19466026,0.317044931,7.747987431,2.057570137,0.657765722,0.637261737,0.776869871,0.59503228,4.029316605,0,0,0,6093.666666666667,2947.0,1691.0714285714287,9.247215094666666,11.723092183428573,11.86726037742857,4.359090645333333,5.026782557,5.060257427928572,2.6666666666666665,3.0,2.7857142857142856,96.0,82.28571428571429,61.714285714285715,636678333.3333334,560450714.2857143,393474857.14285713,2.9597818046666666,3.6480508051428577,3.704183827857143,223.81338946666665,224.0409364857143,231.87587644285713,4.982438179333333,5.699641742,5.809674684785715,4236.347993666666,4272.181936714286,4113.2714107142865
01-05-2023,321,13.76,6.748469574,2,288,0,0.5101,0.6,38.31742481,-86.23207185,9.038305111,3.155581389,5.418877265,337.7293477,2.507828814,0.348563562,0.697274257,0.522589799,413.1119679,0.4632546,5.249041875,7081.008475,2.75609735,0.18583099,7.222835501,2.210461,0.491432869,0.640649487,0.838874476,0.546639418,5.322306648,0,0,0,462.3333333333333,2865.0,1660.7142857142858,13.506666666666666,12.017377897714285,12.080117520285715,4.380433625333333,5.035643221,5.566591372928571,2.3333333333333335,3.0,2.7857142857142856,0.0,41.142857142857146,61.714285714285715,636678333.3333334,560450714.2857143,332598357.14285713,3.3468231243333335,3.606266031285714,4.133721705142857,216.3969031,218.7619933714286,250.62906406428573,5.1463470603333334,5.626982221285715,6.349402005642857,4398.734070666666,4718.320293999999,4652.8057325
01-06-2020,609,13.12,0.0,0,0,1418078000,0.1032,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6280725,376674,3264452,297.0,2801.4285714285716,1665.9285714285713,13.483333333333334,12.250235040571429,12.092260377428572,6.629923483333333,5.9997103030000005,5.557222874285714,2.3333333333333335,2.857142857142857,2.7142857142857144,96.0,82.28571428571429,82.28571428571429,0.0,272862142.85714287,332598357.14285713,5.1531155459999995,4.380391354857143,4.1231805264285715,328.97335233333337,267.0090430428572,257.86538485,8.159115430666667,6.918168665714286,6.397747017071429,6759.070229,5729.892933285714,4717.285293714286
01-06-2021,545,15.36,7.71991806,4,0,0,0.4533,0.4,36.62712202,-88.82684873,7.059578476,2.732568481,4.838060894,233.978207,2.671305574,0.27643642,0.654116814,0.579634064,404.1216382,0.511236996,4.527630172,5159.956159,-3.279673742,0.333659025,7.375058084,1.697845383,0.378521529,0.671286171,0.759796048,0.751667074,6.404373512,0,0,0,360.3333333333333,2818.285714285714,1677.0714285714287,13.976666666666667,12.047377897714286,12.185831806,4.612381601333333,4.904830280142856,5.122342151785714,1.3333333333333333,2.2857142857142856,2.5,96.0,82.28571428571429,82.28571428571429,472692666.6666667,475444714.28571427,433889642.85714287,3.810802515666667,3.6563051938571425,3.6878079454285713,200.09132480000002,225.74366202857144,239.13999088571427,5.531495867666667,5.686886501285715,5.7790916642142856,4878.162993333332,4803.913284285714,4369.834175571428
01-06-2022,111,12.72,7.914924196,2,0,0,0.4821,0.4,36.229302,-89.61274613,7.096462061,3.665706056,5.324584949,188.2782976,2.349420758,0.343533489,0.504439208,0.521623496,522.823334,0.549604138,7.117013505,5116.500649,1.219804732,0.275243919,7.49643037,2.533331136,0.662987336,0.658301499,0.829967319,0.654864944,4.520279739,0,0,0,491.6666666666667,2843.8571428571427,1661.4285714285713,14.079999999999998,12.147377897714284,12.321546091714286,4.822795878,4.947762114285714,5.116615380714285,2.0,2.2857142857142856,2.5,96.0,82.28571428571429,61.714285714285715,472692666.6666667,475444714.28571427,433889642.85714287,3.4189793863333335,3.5928305507142855,3.7710220005714286,190.56918489999998,215.0989071142857,232.21134032857142,5.365961195666666,5.514482945285714,5.760307105571428,4080.321544666667,4643.355588571429,4314.162540642857
01-06-2023,204,13.45,5.98477929,4,288,0,0.4874,0.6,36.92371577,-94.94270288,7.81241371,2.161249959,5.413535653,258.5006497,2.196020586,0.249979144,0.608008121,0.58108812,389.4474798,0.521117502,5.104185086,5756.249552,-2.997720621,0.398423373,8.403242042,2.51084399,0.625816787,0.560326547,0.722795655,0.795665151,5.134686957,0,0,0,421.6666666666667,424.7142857142857,1630.7142857142858,13.733333333333334,13.639999999999999,12.595831806000001,5.211614085333333,5.0749446722857146,5.6819671089999995,2.0,2.142857142857143,2.642857142857143,0.0,41.142857142857146,61.714285714285715,472692666.6666667,475444714.28571427,381516642.85714287,3.3875486143333333,3.6602846401428573,4.151349496928572,140.7521682,201.31093737142857,245.65979015714285,4.718680179000001,5.519055261285715,6.2671972527857145,3425.485602666666,4364.809642142857,4679.626872714286
01-07-2020,672,13.97,0.0,4,0,2061150000,0.1333,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10667386,516221,4754082,286.6666666666667,337.14285714285717,1627.5,13.843333333333334,13.585714285714285,12.74226037742857,7.206540515333334,5.929913142285714,5.591427563857144,3.3333333333333335,2.4285714285714284,2.642857142857143,96.0,82.28571428571429,82.28571428571429,0.0,202582571.42857143,381516642.85714287,5.192060498666667,4.433646876285715,4.218240921857143,226.91905143333335,238.2396016142857,226.33853212857144,7.322818082333334,6.635114362714286,6.235322927714286,5344.235453333334,5187.131006714285,4682.3986495
01-07-2021,609,14.78,7.000497279,1,0,0,0.4579,0.4,39.64642141,-92.47651561,8.189716328,2.455732865,4.802003687,200.3441403,2.128676251,0.234074201,0.685786426,0.530475576,539.3993641,0.557108908,5.45811605,5815.073004,0.310837577,0.23822578,6.064573705,2.004927902,0.490667295,0.641581327,0.89981181,0.79276579,4.950826856,0,0,0,329.0,373.2857142857143,1660.142857142857,13.38,13.918571428571427,12.820831806,4.633234495333333,5.065252335714285,5.046017446357142,3.3333333333333335,2.5714285714285716,2.7857142857142856,96.0,82.28571428571429,82.28571428571429,687050000.0,497032571.4285714,528741642.85714287,3.579373534,3.858369863285714,3.7532103342142853,148.92631576666668,183.00444695714285,203.5226917214286,4.969625257000001,5.508991692857143,5.604316717428572,3624.2500669999995,4381.027905714286,4326.604921214285
01-07-2022,342,15.39,6.944453478,1,0,0,0.4543,0.4,34.45127835,-92.51509711,9.911885768,2.103389756,6.211648078,197.0044542,2.349160776,0.289825905,0.534142716,0.399621201,386.32584,0.562974887,4.664383389,6096.740369,2.379628423,0.328295778,7.093002436,1.992144615,0.491742182,0.686331113,0.832900843,0.749344097,4.297145372,0,0,0,495.0,438.7142857142857,1651.857142857143,14.066666666666668,13.879999999999999,12.948688948857143,4.328425523,5.052655485571428,5.044149353285714,3.0,2.4285714285714284,2.7142857142857144,96.0,82.28571428571429,61.714285714285715,687050000.0,497032571.4285714,528741642.85714287,3.4051797799999997,3.685294635428572,3.6457803333571426,152.94826333333336,174.11866318571427,196.4403282785714,5.3340433460000005,5.5994965265714285,5.613239373928571,3857.1075186666662,4132.683977,4425.5021355
01-07-2023,451,16.69,5.889075524,4,288,0,0.5006,0.6,35.29802064,-95.38644351,7.720807086,2.61689698,4.918657863,286.4086192,2.916851679,0.331154156,0.650614498,0.52702468,556.1409471,0.565893106,6.651287519,5960.254182,1.457583565,0.185386468,7.043742112,1.804373369,0.558907721,0.533763672,0.784840381,0.749462191,5.546015704,0,0,0,541.0,441.7142857142857,1621.5714285714287,14.713333333333333,14.112857142857141,13.181546091714285,4.648316919,5.0806531861428565,5.540181744571428,2.0,2.2857142857142856,2.5714285714285716,0.0,41.142857142857146,61.714285714285715,687050000.0,497032571.4285714,384947357.14285713,3.6712172549999997,3.7985476087142858,4.089469481785714,132.4495315,154.0151069714286,210.51207500714284,6.033867365333333,5.724293763285714,6.3212312145,3970.604457666667,3992.0742475714287,4860.983590428572
01-08-2020,566,12.66,6.85701477,1,0,1672113000,0.0,0.6,0.0,0.0,0.0,0.0,0.0,284.1500134,2.200855221,0.284563299,0.583304067,0.0,445.3452051,0.0,5.006246603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685734003,5.025510934,0,0,0,467.3333333333333,419.14285714285717,1618.7142857142858,15.62,14.622857142857145,13.335117520285715,6.611342093666667,5.921949689571428,5.413389984857143,2.0,2.857142857142857,2.5714285714285716,96.0,82.28571428571429,82.28571428571429,0.0,294450000.0,384947357.14285713,5.310769875999999,4.501213017714286,4.078759105785714,227.9190712333333,194.93062400000002,210.33714301428572,8.607469727333333,6.827266204142857,6.257076352714285,5957.355851666667,4843.539130714285,4823.726207499999
01-08-2021,752,13.44,6.00800536,3,0,0,0.4593,0.4,37.89518432,-89.92960934,9.511923516,3.456135585,4.931817378,222.3693546,2.058821831,0.28012532,0.600299484,0.424003651,482.9772869,0.575487626,4.450494406,5674.048317,-0.280999633,0.233767599,7.147717445,2.173987324,0.604941306,0.595772786,0.736578013,0.757254934,5.523039013,0,0,0,453.0,422.14285714285717,1633.0,14.913333333333332,14.237142857142858,13.192260377428571,6.563514590666666,5.798677791000001,5.373219952642858,2.0,2.4285714285714284,2.357142857142857,96.0,82.28571428571429,82.28571428571429,557371000.0,533323285.71428573,504384000.0,3.710101980333333,3.8100614614285715,3.7014460060714285,255.85436226666664,202.09802491428567,208.59846601428572,5.877564284666666,5.818754993285714,5.666618969285714,4018.9981836666666,4106.402536571428,4374.879062571429
01-08-2022,505,11.7,7.149548847,0,0,0,0.4589,0.4,36.49454504,-83.72006482,7.366920139,2.839474198,3.668367225,274.1448525,1.967520131,0.235919281,0.544049453,0.508537711,372.9337757,0.501205486,5.795282483,7104.611254,1.208946505,0.402735651,6.672346949,2.049482667,0.529882721,0.700373635,0.737933531,0.747906382,6.094986989,0,0,0,589.6666666666666,513.7142857142857,469.2142857142857,14.263333333333334,14.340000000000002,13.99,6.251365218,5.526260814428572,5.300602743357143,2.6666666666666665,2.5714285714285716,2.357142857142857,96.0,82.28571428571429,61.714285714285715,557371000.0,533323285.71428573,504384000.0,3.283491747,3.7539518084285715,3.7071182242857144,264.30932906666663,206.9681759142857,204.13955664285712,5.744243533999999,6.1638209154285715,5.841438088357143,3878.100833,4186.052203428571,4275.430922785715
01-08-2023,50,14.15,7.126157176,1,288,0,0.4985,0.6,36.44338164,-82.92012499,7.124290986,2.754132282,4.768584034,297.3954044,2.456609685,0.343242224,0.562092973,0.540573124,521.8761989,0.494384897,6.999326279,6163.003884,-0.646748346,0.223907332,6.792824604,1.89519814,0.417492818,0.594117863,0.826350467,0.725975679,5.749053353,0,0,0,607.6666666666666,556.7142857142857,446.92857142857144,12.6,14.090000000000002,13.837857142857143,6.671522992333333,5.692656465428572,5.811284803857142,1.3333333333333333,2.0,2.2142857142857144,0.0,41.142857142857146,61.714285714285715,557371000.0,533323285.71428573,367952928.5714286,2.8667282009999995,3.5046420329999997,3.969144454642857,260.22140683333333,209.20306202857142,223.72133182142855,5.626281218333332,6.100178976714284,6.367646669714285,4259.553190333333,4378.675303714285,4782.903155214286
